503,000868,安徽安凯汽车股份有限公司,安凯客车
504,000869,烟台张裕葡萄酿酒股份有限公司,张裕
506,000875,吉林电力股份有限公司,吉电股份
507,000876,新希望六和股份有限公司,新希望
508,000877,新疆天山水泥股份有限公司,天山股份
509,000878,云南铜业股份有限公司,云南铜业
510,000880,潍柴重机股份有限公司,潍柴重机
511,000881,中广核核技术发展股份有限公司,中广核技
512,000882,北京华联商厦股份有限公司,华联股份
513,000883,湖北能源集团股份有限公司,湖北能源
514,000885,河南同力水泥股份有限公司,同力水泥
515,000886,海南高速公路股份有限公司,海南高速
516,000887,安徽中鼎密封件股份有限公司,中鼎股份
517,000888,峨眉山旅游股份有限公司,峨眉旅游
518,000889,茂业通信网络股份有限公司,茂业通信
519,000890,江苏法尔胜股份有限公司,法尔胜
520,000892,欢瑞世纪联合股份有限公司,欢瑞世纪
521,000893,广州东凌国际投资股份有限公司,东凌国际
522,000895,河南双汇投资发展股份有限公司,双汇发展
525,001896,河南豫能控股股份有限公司,豫能控股
526,000897,天津津滨发展股份有限公司,津滨发展
527,000898,鞍钢股份有限公司,鞍钢股份
530,000899,江西赣能股份有限公司,赣能股份
531,000900,现代投资股份有限公司,现代投资
532,000901,航天科技控股集团股份有限公司,航天科技
533,000902,湖北新洋丰肥业股份有限公司,新洋丰
534,000903,昆明云内动力股份有限公司,云内动力
535,000905,厦门港务发展股份有限公司,厦门港务
536,000906,浙商中拓集团股份有限公司,浙商中拓
537,000908,湖南景峰医药股份有限公司,景峰医药
538,000909,数源科技股份有限公司,数源科技
539,000910,大亚圣象家居股份有限公司,大亚圣象
540,000911,南宁糖业股份有限公司,南宁糖业
541,000912,四川泸天化股份有限公司,泸天化
542,000913,浙江钱江摩托股份有限公司,钱江摩托
543,000915,山东山大华特科技股份有限公司,山大华特
544,000916,华北高速公路股份有限公司,华北高速
545,000917,湖南电广传媒股份有限公司,电广传媒
546,000918,嘉凯城集团股份有限公司,嘉凯城
547,000919,金陵药业股份有限公司,金陵药业
548,000920,南方汇通股份有限公司,南方汇通
549,000921,海信科龙电器股份有限公司,海信科龙
551,000922,哈尔滨电气集团佳木斯电机股份有限公司,佳电股份
552,000923,河北宣化工程机械股份有限公司,河北宣工
553,000925,浙江众合科技股份有限公司,众合科技
554,000926,湖北福星科技股份有限公司,福星股份
555,000927,天津一汽夏利汽车股份有限公司,天津一汽
556,000928,中钢国际工程技术股份有限公司,中钢国际
557,000929,兰州黄河企业股份有限公司,兰州黄河
558,000930,中粮生物化学(安徽)股份有限公司,中粮生化
560,000931,北京中关村科技发展(控股)股份有限公司,中关村
561,000932,湖南华菱钢铁股份有限公司,华菱钢铁
562,000933,河南神火煤电股份有限公司,神火煤电
563,000935,四川双马水泥股份有限公司,四川双马
564,000936,江苏华西村股份有限公司,华西股份
566,000937,冀中能源股份有限公司,冀中能源
567,000938,紫光股份有限公司,紫光股份
568,000939,凯迪生态环境科技股份有限公司,凯迪生态
569,000948,云南南天电子信息产业股份有限公司,南天信息
570,000949,新乡化纤股份有限公司,新乡化纤
571,000950,重庆建峰化工股份有限公司,建峰化工
572,000951,中国重汽集团济南卡车股份有限公司,中国重汽
573,000952,湖北广济药业股份有限公司,广济药业
574,000953,广西河池化工股份有限公司,河池化工
575,000955,欣龙控股(集团)股份有限公司,欣龙控股
576,000956,中国石化中原油气高新股份有限公司,中原油气
577,000957,中通客车控股股份有限公司,中通客车
578,000958,国家电投集团石家庄东方能源股份有限公司,东方能源
579,000959,北京首钢股份有限公司,首钢股份
581,000960,云南锡业股份有限公司,锡业股份
582,000961,江苏中南建设集团股份有限公司,中南建设
583,000962,宁夏东方钽业股份有限公司,东方钽业
584,000963,华东医药股份有限公司,华东医药
585,000965,天津天保基建股份有限公司,天保基建
586,000966,国电长源电力股份有限公司,长源电力
587,000967,盈峰环境科技集团股份有限公司,盈峰环境
588,000968,山西蓝焰控股股份有限公司,蓝焰控股
589,000969,安泰科技股份有限公司,安泰科技
590,000970,北京中科三环高技术股份有限公司,中科三环
591,000971,高升控股股份有限公司,高升控股
592,000972,中基健康产业股份有限公司,中基健康
593,000973,佛山佛塑科技集团股份有限公司,佛塑科技
594,000975,银泰资源股份有限公司,银泰资源
595,000976,广东开平春晖股份有限公司,春晖股份
596,000977,浪潮电子信息产业股份有限公司,浪潮信息
597,000978,桂林旅游股份有限公司,桂林旅游
598,000979,中弘控股股份有限公司,中弘股份
599,000980,安徽众泰汽车股份有限公司,众泰汽车
600,000981,银亿房地产股份有限公司,银亿股份
601,000982,宁夏中银绒业股份有限公司,中银绒业
602,000983,山西西山煤电股份有限公司,西山煤电
603,000985,大庆华科股份有限公司,大庆华科
604,000987,广州越秀金融控股集团股份有限公司,越秀金控
605,000988,华工科技产业股份有限公司,华工科技
606,000989,九芝堂股份有限公司,九芝堂
607,000990,诚志股份有限公司,诚志股份
608,0991,吉林通海高科技股份有限公司,通海高科
609,000993,福建闽东电力股份有限公司,闽东电力
610,000995,甘肃皇台酒业股份有限公司,皇台酒业
611,000996,中国中期投资股份有限公司,中国中期
612,000997,福建新大陆电脑股份有限公司,新大陆
613,000998,袁隆平农业高科技股份有限公司,隆平高科
614,000999,华润三九医药股份有限公司,华润三九
615,002001,浙江新和成股份有限公司,新和成
1088,002181,广东广州日报传媒股份有限公司,粤传媒
1120,600000,上海浦东发展银行股份有限公司,浦发银行
1121,600001,邯郸钢铁股份有限公司,邯郸钢铁
1123,600002,中国石化齐鲁股份有限公司,齐鲁石化
1124,600003,东北高速公路股份有限公司,东北高速
1125,600004,广州白云国际机场股份有限公司,白云机场
1127,600005,武汉钢铁股份有限公司,武钢股份
1128,600006,东风汽车股份有限公司,东风汽车
1129,600007,中国国际贸易中心股份有限公司,中国国贸
1130,600008,北京首创股份有限公司,首创股份
1131,600009,上海国际机场股份有限公司,上海机场
1133,600010,内蒙古包钢钢联股份有限公司,包钢股份
1134,600011,华能国际电力股份有限公司,华能国际
1136,600012,安徽皖通高速公路股份有限公司,皖通高速
1139,600015,华夏银行股份有限公司,华夏银行
1141,600016,中国民生银行股份有限公司,民生银行
1143,990018,上海港集装箱股份有限公司,上港集箱
1144,600019,宝山钢铁股份有限公司,宝钢股份
1145,600020,河南中原高速公路股份有限公司,中原高速
1147,600021,上海电力股份有限公司,上海电力
1149,600026,中远海运能源运输股份有限公司,中远海能
1151,600028,中国石油化工股份有限公司,中国石化
1154,600029,中国南方航空股份有限公司,南方航空
1157,600030,中信证券股份有限公司,中信证券
1159,600031,三一重工股份有限公司,三一重工
1161,600033,福建发展高速公路股份有限公司,福建高速
1162,600035,湖北楚天高速公路股份有限公司,楚天高速
1164,600036,招商银行股份有限公司,招商银行
1165,600037,北京歌华有线电视网络股份有限公司,歌华有线
1167,600038,中航直升机股份有限公司,中直股份
1168,600039,四川路桥建设集团股份有限公司,四川路桥
1170,600050,中国联合网络通信股份有限公司,中国联通
1172,600051,宁波联合集团股份有限公司,宁波联合
1173,600052,浙江广厦股份有限公司,浙江广厦
1174,600053,昆吾九鼎投资控股股份有限公司,昆吾九鼎
1175,600054,黄山旅游发展股份有限公司,黄山旅游
1177,600055,北京万东医疗科技股份有限公司,万东医疗
1178,600056,中国医药健康产业股份有限公司,中国医药
1179,600057,厦门象屿股份有限公司,象屿股份
